3 2.1e-05
4 1.9e-05
5 0.000118
6 7e-05
7 0.000458
8 0.001579
9 0.009427
10 0.027382
11 0.020299
12 0.087149
3 3e-06
4 9e-06
5 5.6e-05
6 0.000117
7 0.000349
8 0.001722
9 0.00352
10 0.01111
11 0.069145
12 0.081097
3 3e-06
4 1.4e-05
5 3.5e-05
6 8.1e-05
7 0.000547
8 0.001454
9 0.003038
10 0.019782
11 0.060578
12 1.02543
3 6e-06
4 8e-06
5 3.8e-05
6 9.6e-05
7 0.000515
8 0.00274
9 0.005101
10 0.044406
11 0.038203
12 0.459869
3 4e-06
4 1.6e-05
5 3.9e-05
6 0.000192
7 0.000192
8 0.002437
9 0.008155
10 0.031366
11 0.015369
12 0.186232
3 7e-06
4 1.6e-05
5 4.1e-05
6 0.000146
7 0.000418
8 0.000902
9 0.007375
10 0.005566
11 0.087452
12 0.16535
