3 7e-06
4 1.3e-05
5 0.0001
6 1.1e-05
7 0.000147
8 0.000344
9 0.001102
10 0.001341
11 0.000895
12 0.000559
3 5e-06
4 1.5e-05
5 3.4e-05
6 4.4e-05
7 9.5e-05
8 0.000275
9 0.000479
10 0.000912
11 0.004014
12 0.003064
3 9e-06
4 9e-06
5 2.1e-05
6 5.7e-05
7 0.000255
8 0.000276
9 0.000539
10 0.001009
11 0.005303
12 0.007671
3 4e-06
4 6e-06
5 2.4e-05
6 9.1e-05
7 0.000135
8 0.000936
9 0.000867
10 0.003556
11 0.000761
12 0.011452
3 7e-06
4 1.2e-05
5 3.3e-05
6 0.000122
7 5.5e-05
8 0.001849
9 0.000668
10 0.003548
11 0.000688
12 0.007309
3 6e-06
4 2.3e-05
5 2.9e-05
6 0.000105
7 0.000236
8 0.00013
9 0.00098
10 0.000597
11 0.006179
17 0.123544
