3 1.4e-05
4 7e-06
5 5.4e-05
6 3.4e-05
7 0.000205
8 0.000649
9 0.003508
10 0.007779
11 0.005593
12 0.032909
3 7e-06
4 8e-06
5 1.7e-05
6 5.3e-05
7 0.000155
8 0.000595
9 0.001563
10 0.003436
11 0.022663
12 0.025889
3 4e-06
4 8e-06
5 2e-05
6 3.8e-05
7 0.000257
8 0.000526
9 0.000824
10 0.0085
11 0.020563
12 0.261903
3 4e-06
4 7e-06
5 2.6e-05
6 4.4e-05
7 0.00021
8 0.000987
9 0.001872
10 0.013881
11 0.011248
12 0.189612
3 5e-06
4 8e-06
5 1.9e-05
6 8.5e-05
7 8.1e-05
8 0.000994
9 0.002051
10 0.008592
11 0.004789
12 0.053856
3 5e-06
4 1.1e-05
5 2.1e-05
6 7e-05
7 0.000162
8 0.000358
9 0.00286
10 0.001529
11 0.02552
12 0.056976
